BADANIE;07:22:44;;;;
metoda:;nearest-neighbour;;;;
konfiguracja:;branches=2         , input_files=g/gr6.txt,g/gr7.txt,g/gr8.txt,g/gr9.txt,g/gr10.txt,g/gr11.txt,g/gr12.txt,g/gr13.txt,g/gr14.txt,g/gr15.txt,g/gr16.txt,g/gr17.txt,g/gr18.txt,g/gr19.txt,g/gr20.txt, iterations=15, max_exec_time_s=1800, search_type=1            , starting_node_bb=-1          # warto, starting_node_nn=-1          # warto, ;;;;
;;;;;
1;66;198;57;40.4255;17 12 16 11 7 9 10 6 2 5 8 4 1 14 13 3 15 0 17
2;68;213;72;51.0638;5 9 10 6 7 17 12 16 11 15 1 8 4 2 14 13 3 0 5
3;48;266;125;88.6525;7 9 10 6 2 5 8 4 1 12 16 11 17 3 15 13 0 14 7
4;64;206;65;46.0993;0 7 9 10 6 2 5 8 4 1 12 16 11 17 3 15 13 14 0
5;48;223;82;58.156;3 15 1 12 16 11 17 7 9 10 6 2 5 8 4 0 13 14 3
6;69;248;107;75.8865;1 12 16 11 7 9 10 6 2 5 8 4 17 3 15 13 0 14 1
7;51;213;72;51.0638;5 9 10 6 7 17 12 16 11 15 1 8 4 2 14 13 3 0 5
8;49;224;83;58.8652;10 6 7 9 14 4 2 5 8 17 12 16 11 15 1 3 13 0 10
9;51;182;41;29.078;9 10 6 7 17 12 16 11 5 8 4 2 14 13 3 15 1 0 9
10;49;266;125;88.6525;7 9 10 6 2 5 8 4 1 12 16 11 17 3 15 13 0 14 7
11;50;192;51;36.1702;13 3 15 1 12 16 11 17 7 9 10 6 2 5 8 4 0 14 13
12;45;182;41;29.078;9 10 6 7 17 12 16 11 5 8 4 2 14 13 3 15 1 0 9
13;45;213;72;51.0638;5 9 10 6 7 17 12 16 11 15 1 8 4 2 14 13 3 0 5
14;50;198;57;40.4255;17 12 16 11 7 9 10 6 2 5 8 4 1 14 13 3 15 0 17
15;48;206;65;46.0993;0 7 9 10 6 2 5 8 4 1 12 16 11 17 3 15 13 14 0
sredni czas [us];blad bezwzgledny;blad bezwzgledny x2;blad wzgledny [%];;
53;74.3333;148.667;105.437;;
;;;;;
;;;;;
