

BADANIE;00:08:17
metoda:;nearest-neighbour
konfiguracja:;branches=2         , input_files=g/gr6.txt,g/gr7.txt,g/gr8.txt,g/gr9.txt,g/gr10.txt,g/gr11.txt,g/gr12.txt,g/gr13.txt,g/gr14.txt,g/gr15.txt,g/gr16.txt,g/gr17.txt,g/gr18.txt,g/gr19.txt,g/gr20.txt, iterations=15, max_exec_time_s=1800, search_type=2            , starting_node_bb=-1          # warto, starting_node_nn=-1          # warto, 

plik:;g/gr6.txt
wynik optymalny:;132
liczba wierzcholkow:;6
iteracja;czas [ms];wynik;blad bezwzgledny;blad wzgledny;sciezka
14;0;290;8;2.83688;10 3 5 7 9 11 13 2 6 4 8 1 12 0 10
15;0;282;0;0;2 11 13 9 7 5 3 10 0 12 1 8 4 6 2
sredni czas [ms];blad bezwzgledny;blad bezwzgledny x2;blad wzgledny [%]
0;3.73333;7.46667;2.64775


plik:;g/gr15s.txt
wynik optymalny:;291
liczba wierzcholkow:;15
iteracja;czas [ms];wynik;blad bezwzgledny;blad wzgledny;sciezka
1;0;299;8;2.74914;3 5 7 9 11 13 2 6 4 8 14 1 12 0 10 3
2;0;291;0;0;13 11 2 6 4 8 14 1 12 0 10 3 5 7 9 13
3;0;299;8;2.74914;1 12 0 10 3 5 7 9 11 13 2 6 4 8 14 1
4;0;291;0;0;2 11 13 9 7 5 3 10 0 12 1 14 8 4 6 2
5;0;299;8;2.74914;4 8 14 1 12 0 10 3 5 7 9 11 13 2 6 4
6;0;299;8;2.74914;10 3 5 7 9 11 13 2 6 4 8 14 1 12 0 10
7;0;299;8;2.74914;8 14 1 12 0 10 3 5 7 9 11 13 2 6 4 8
8;0;291;0;0;13 11 2 6 4 8 14 1 12 0 10 3 5 7 9 13
9;0;299;8;2.74914;8 14 1 12 0 10 3 5 7 9 11 13 2 6 4 8
10;0;291;0;0;5 3 10 0 12 1 14 8 4 6 2 11 13 9 7 5
11;0;291;0;0;12 1 14 8 4 6 2 11 13 9 7 5 3 10 0 12
12;0;291;0;0;12 1 14 8 4 6 2 11 13 9 7 5 3 10 0 12
13;0;291;0;0;5 3 10 0 12 1 14 8 4 6 2 11 13 9 7 5
14;0;299;8;2.74914;8 14 1 12 0 10 3 5 7 9 11 13 2 6 4 8
15;0;317;26;8.93471;7 9 11 13 5 3 10 0 12 1 14 8 4 6 2 7
sredni czas [ms];blad bezwzgledny;blad bezwzgledny x2;blad wzgledny [%]
0;5.46667;10.9333;3.75716


plik:;g/gr16s.txt
wynik optymalny:;268
liczba wierzcholkow:;16
iteracja;czas [ms];wynik;blad bezwzgledny;blad wzgledny;sciezka
1;0;315;47;17.5373;9 0 3 14 10 15 11 8 4 12 6 5 1 13 2 7 9
2;0;280;12;4.47761;13 14 10 15 11 8 4 12 6 5 9 0 3 2 7 1 13
3;0;311;43;16.0448;0 9 3 14 10 15 11 8 4 12 6 5 1 13 2 7 0
4;0;294;26;9.70149;8 11 15 10 14 3 9 0 13 12 4 6 5 1 2 7 8
5;0;296;28;10.4478;3 9 0 13 14 10 15 11 8 4 12 6 5 1 2 7 3
6;0;294;26;9.70149;8 11 15 10 14 3 9 0 13 12 4 6 5 1 2 7 8
7;0;280;12;4.47761;13 14 10 15 11 8 4 12 6 5 9 0 3 2 7 1 13
8;0;296;28;10.4478;3 9 0 13 14 10 15 11 8 4 12 6 5 1 2 7 3
9;0;279;11;4.10448;5 6 12 4 8 11 15 10 14 3 9 0 13 1 2 7 5
10;0;292;24;8.95522;10 14 3 9 0 13 12 4 8 11 15 6 5 1 2 7 10
11;0;294;26;9.70149;4 12 6 5 9 0 3 14 10 15 11 8 7 2 1 13 4
12;0;307;39;14.5522;11 15 10 14 3 9 0 13 12 4 8 7 2 6 5 1 11
13;0;279;11;4.10448;12 4 8 11 15 10 14 3 9 0 13 1 2 7 5 6 12
14;0;279;11;4.10448;5 6 12 4 8 11 15 10 14 3 9 0 13 1 2 7 5
15;0;296;28;10.4478;3 9 0 13 14 10 15 11 8 4 12 6 5 1 2 7 3
sredni czas [ms];blad bezwzgledny;blad bezwzgledny x2;blad wzgledny [%]
0;24.8;49.6;18.5075


plik:;g/gr17s.txt
wynik optymalny:;292
liczba wierzcholkow:;17
iteracja;czas [ms];wynik;blad bezwzgledny;blad wzgledny;sciezka
1;0;314;22;7.53425;6 12 4 8 11 15 10 14 3 9 0 13 1 2 7 16 5 6
2;0;327;35;11.9863;10 14 3 9 0 13 12 4 8 11 15 6 5 1 2 7 16 10
3;0;324;32;10.9589;2 7 11 15 10 14 3 9 0 13 12 4 8 1 6 5 16 2
4;0;314;22;7.53425;6 12 4 8 11 15 10 14 3 9 0 13 1 2 7 16 5 6
5;0;310;18;6.16438;13 14 10 15 11 8 4 12 6 5 9 0 3 2 7 16 1 13
6;0;324;32;10.9589;16 2 7 11 15 10 14 3 9 0 13 12 4 8 1 6 5 16
7;0;325;33;11.3014;8 11 15 10 14 3 9 0 13 12 4 6 5 1 2 7 16 8
8;0;336;44;15.0685;0 9 3 14 10 15 11 8 4 12 6 5 1 13 2 7 16 0
9;0;324;32;10.9589;4 12 6 5 9 0 3 14 10 15 11 8 7 2 16 1 13 4
10;0;314;22;7.53425;3 9 0 13 14 10 15 11 8 4 12 6 5 1 2 7 16 3
11;0;310;18;6.16438;14 10 15 11 8 4 12 6 5 9 0 3 2 7 16 1 13 14
12;0;324;32;10.9589;2 7 11 15 10 14 3 9 0 13 12 4 8 1 6 5 16 2
13;0;331;39;13.3562;1 9 0 3 14 10 15 11 8 4 12 6 5 13 2 7 16 1
14;0;314;22;7.53425;6 12 4 8 11 15 10 14 3 9 0 13 1 2 7 16 5 6
15;0;325;33;11.3014;8 11 15 10 14 3 9 0 13 12 4 6 5 1 2 7 16 8
sredni czas [ms];blad bezwzgledny;blad bezwzgledny x2;blad wzgledny [%]
0;29.0667;58.1333;19.9087


plik:;g/gr18s.txt
wynik optymalny:;294
liczba wierzcholkow:;18
iteracja;czas [ms];wynik;blad bezwzgledny;blad wzgledny;sciezka
1;0;325;31;10.5442;17 10 14 3 9 0 13 12 4 8 11 15 6 5 1 2 7 16 17
2;0;342;48;16.3265;0 9 3 14 10 17 8 11 15 4 12 6 5 1 13 2 7 16 0
3;0;310;16;5.44218;5 6 12 4 8 17 10 14 3 9 0 13 1 15 11 7 2 16 5
4;0;307;13;4.42177;2 7 11 15 10 17 8 4 12 6 5 9 0 3 14 13 1 16 2
5;0;316;22;7.48299;13 14 10 17 8 11 15 4 12 6 5 9 0 3 2 7 16 1 13
6;0;325;31;10.5442;17 10 14 3 9 0 13 12 4 8 11 15 6 5 1 2 7 16 17
7;0;310;16;5.44218;6 12 4 8 17 10 14 3 9 0 13 1 15 11 7 2 16 5 6
8;0;307;13;4.42177;16 2 7 11 15 10 17 8 4 12 6 5 9 0 3 14 13 1 16
9;0;323;29;9.86395;1 17 10 14 3 9 0 13 12 4 8 11 15 6 5 7 2 16 1
10;0;321;27;9.18367;10 17 8 11 15 4 12 6 5 9 0 3 14 13 1 2 7 16 10
11;0;323;29;9.86395;1 17 10 14 3 9 0 13 12 4 8 11 15 6 5 7 2 16 1
12;0;310;16;5.44218;5 6 12 4 8 17 10 14 3 9 0 13 1 15 11 7 2 16 5
13;0;310;16;5.44218;6 12 4 8 17 10 14 3 9 0 13 1 15 11 7 2 16 5 6
14;0;310;16;5.44218;5 6 12 4 8 17 10 14 3 9 0 13 1 15 11 7 2 16 5
15;0;304;10;3.40136;12 4 8 17 10 14 3 9 0 13 1 15 11 7 2 16 6 5 12
sredni czas [ms];blad bezwzgledny;blad bezwzgledny x2;blad wzgledny [%]
0;22.2;44.4;15.102


plik:;g/gr19s.txt
wynik optymalny:;309
liczba wierzcholkow:;19
iteracja;czas [ms];wynik;blad bezwzgledny;blad wzgledny;sciezka
1;0;332;23;7.44337;1 17 10 14 3 9 0 13 12 4 8 11 15 6 5 18 2 7 16 1
2;0;322;13;4.20712;14 3 9 0 17 10 15 11 18 2 7 16 8 4 12 6 5 1 13 14
3;0;324;15;4.85437;0 9 3 14 10 17 8 11 15 4 12 6 5 18 2 7 16 1 13 0
4;0;332;23;7.44337;1 17 10 14 3 9 0 13 12 4 8 11 15 6 5 18 2 7 16 1
5;0;331;22;7.11974;10 17 0 9 3 14 13 12 4 8 11 15 6 5 18 2 7 16 1 10
6;0;323;14;4.53074;7 2 18 11 15 10 17 8 4 12 6 5 9 0 3 14 13 1 16 7
7;0;345;36;11.6505;3 9 0 17 10 14 13 12 4 8 11 15 6 5 18 2 7 16 1 3
8;0;319;10;3.23625;16 2 18 11 15 10 17 8 4 12 6 5 9 0 3 14 13 1 7 16
9;0;345;36;11.6505;3 9 0 17 10 14 13 12 4 8 11 15 6 5 18 2 7 16 1 3
10;0;345;36;11.6505;4 12 6 5 9 0 17 10 14 3 11 15 16 2 18 7 8 1 13 4
11;0;319;10;3.23625;16 2 18 11 15 10 17 8 4 12 6 5 9 0 3 14 13 1 7 16
12;0;330;21;6.79612;15 11 18 2 7 16 9 0 17 10 14 3 5 6 12 4 8 1 13 15
13;0;331;22;7.11974;11 15 10 17 8 4 12 6 5 9 0 3 14 13 1 2 18 7 16 11
14;0;345;36;11.6505;3 9 0 17 10 14 13 12 4 8 11 15 6 5 18 2 7 16 1 3
15;0;324;15;4.85437;0 9 3 14 10 17 8 11 15 4 12 6 5 18 2 7 16 1 13 0
sredni czas [ms];blad bezwzgledny;blad bezwzgledny x2;blad wzgledny [%]
0;22.1333;44.2667;14.3258


plik:;g/gr20s.txt
wynik optymalny:;330
liczba wierzcholkow:;20
iteracja;czas [ms];wynik;blad bezwzgledny;blad wzgledny;sciezka
1;0;362;32;9.69697;17 10 14 3 9 0 19 11 15 4 12 6 5 18 2 7 16 8 1 13 17
2;0;357;27;8.18182;13 14 10 17 0 9 3 11 15 4 12 6 5 18 2 7 16 19 8 1 13
3;0;370;40;12.1212;8 17 10 14 3 9 0 19 11 15 4 12 6 5 18 2 7 16 1 13 8
4;0;351;21;6.36364;0 9 3 14 10 17 8 11 15 4 12 6 5 18 2 7 16 19 13 1 0
5;0;373;43;13.0303;16 2 18 11 15 10 17 8 4 12 6 5 9 0 3 14 13 1 7 19 16
6;0;373;43;13.0303;16 2 18 11 15 10 17 8 4 12 6 5 9 0 3 14 13 1 7 19 16
7;0;362;32;9.69697;17 10 14 3 9 0 19 11 15 4 12 6 5 18 2 7 16 8 1 13 17
8;0;367;37;11.2121;1 17 10 14 3 9 0 19 11 15 4 12 6 5 18 2 7 16 8 13 1
9;0;348;18;5.45455;5 6 12 4 8 17 10 14 3 9 0 19 11 15 16 2 18 7 1 13 5
10;0;355;25;7.57576;10 17 8 11 15 4 12 6 5 9 0 3 14 13 1 2 18 7 16 19 10
11;0;355;25;7.57576;10 17 8 11 15 4 12 6 5 9 0 3 14 13 1 2 18 7 16 19 10
12;0;373;43;13.0303;16 2 18 11 15 10 17 8 4 12 6 5 9 0 3 14 13 1 7 19 16
13;0;357;27;8.18182;14 10 17 0 9 3 11 15 4 12 6 5 18 2 7 16 19 8 1 13 14
14;0;373;43;13.0303;16 2 18 11 15 10 17 8 4 12 6 5 9 0 3 14 13 1 7 19 16
15;0;361;31;9.39394;7 2 18 11 15 10 17 0 9 3 14 13 12 4 8 19 6 5 1 16 7
sredni czas [ms];blad bezwzgledny;blad bezwzgledny x2;blad wzgledny [%]
0;32.4667;64.9333;19.6768


BADANIE;09:13:07
metoda:;nearest-neighbour
konfiguracja:;branches=3         , input_files=g/gr15_1.txt, iterations=1, max_exec_time_s=1800, search_type=0            , starting_node_bb=-1          # warto, starting_node_nn=-1          # warto, 

plik:;g/gr15_1.txt
wynik optymalny:;15
liczba wierzcholkow:;15
iteracja;czas [us];wynik;blad bezwzgledny;blad wzgledny;sciezka
1;1802377383;2;13;86.6667;6 1 3932186 0 973070784 185 0 0 0 0 144 0 0 0 0 6
sredni czas [us];blad bezwzgledny;blad bezwzgledny x2;blad wzgledny [%]
1802377383;13;26;173.333


BADANIE;10:13:58
metoda:;nearest-neighbour
konfiguracja:;branches=3         , input_files=g/gr10_1.txt, iterations=1, max_exec_time_s=1800, search_type=0            , starting_node_bb=-1          # warto, starting_node_nn=-1          # warto, 

plik:;g/gr10_1.txt
wynik optymalny:;10
liczba wierzcholkow:;10
iteracja;czas [us];wynik;blad bezwzgledny;blad wzgledny;sciezka
1;8241442;10;0;0;1 0 2 3 4 5 6 7 8 9 1
sredni czas [us];blad bezwzgledny;blad bezwzgledny x2;blad wzgledny [%]
8241442;0;0;0


BADANIE;10:19:06
metoda:;nearest-neighbour
konfiguracja:;branches=2         , input_files=g/gr10_1.txt, iterations=1, max_exec_time_s=1800, search_type=0            , starting_node_bb=-1          # warto, starting_node_nn=-1          # warto, 

plik:;g/gr10_1.txt
wynik optymalny:;10
liczba wierzcholkow:;10
iteracja;czas [us];wynik;blad bezwzgledny;blad wzgledny;sciezka
1;1890;10;0;0;2 7 1 5 4 6 3 8 0 9 2
sredni czas [us];blad bezwzgledny;blad bezwzgledny x2;blad wzgledny [%]
1890;0;0;0


BADANIE;13:37:48
metoda:;nearest-neighbour
konfiguracja:;branches=3         , input_files=g/gr9.txt,g/gr10.txt, iterations=1, max_exec_time_s=1800, search_type=0            , starting_node_bb=-1          # warto, starting_node_nn=-1          # warto, 

plik:;g/gr9.txt
wynik optymalny:;193
liczba wierzcholkow:;9
iteracja;czas [us];wynik;blad bezwzgledny;blad wzgledny;sciezka
1;946;216;23;11.9171;7 6 1 2 0 4 5 3 8 7
sredni czas [us];blad bezwzgledny;blad bezwzgledny x2;blad wzgledny [%]
946;23;46;23.8342


plik:;g/gr10.txt
wynik optymalny:;209
liczba wierzcholkow:;10
iteracja;czas [us];wynik;blad bezwzgledny;blad wzgledny;sciezka
1;70;225;16;7.6555;5 7 6 1 2 0 4 3 9 8 5
sredni czas [us];blad bezwzgledny;blad bezwzgledny x2;blad wzgledny [%]
70;16;32;15.311


BADANIE;14:33:29
metoda:;nearest-neighbour
konfiguracja:;branches=3         , input_files=g/gr10.txt, iterations=1, max_exec_time_s=1800, search_type=0            , starting_node_bb=-1          # warto, starting_node_nn=-1          # warto, 

plik:;g/gr10.txt
wynik optymalny:;209
liczba wierzcholkow:;10
iteracja;czas [us];wynik;blad bezwzgledny;blad wzgledny;sciezka
1;1116;239;30;14.3541;9 4 5 7 6 1 2 0 8 3 9
sredni czas [us];blad bezwzgledny;blad bezwzgledny x2;blad wzgledny [%]
1116;30;60;28.7081
